gene_name	class_type	count	probes
CLCN6	class2	26	{'cg07970642', 'cg14472778', 'cg00979000', 'cg25628740', 'cg14032528', 'cg04132522', 'cg11276438', 'cg18187189', 'cg21147983', 'cg27058244', 'cg12751404', 'cg15473314', 'cg00386961', 'cg10221637', 'cg00542299', 'cg11794440', 'cg06177599', 'cg01725297', 'cg02978542', 'cg11726288', 'cg23952195', 'cg23068701', 'cg08269394', 'cg01179095', 'cg13966091', 'cg23226134'}
PKN2	class1	5	{'cg04122329', 'cg07393057', 'cg24738475', 'cg05657581', 'cg25104671'}
PKN2	class2	12	{'cg16150112', 'cg16228804', 'cg00388605', 'cg01077609', 'cg10509014', 'cg13879769', 'cg25140444', 'cg13428239', 'cg09070697', 'cg18164313', 'cg04275664', 'cg02558133'}
GJC2	class1	5	{'cg25136124', 'cg24052475', 'cg01789576', 'cg22844623', 'cg00393263'}
GJC2	class2	14	{'cg09257635', 'cg20848130', 'cg03065165', 'cg12461930', 'cg16292193', 'cg08228672', 'cg03650119', 'cg10950111', 'cg00815519', 'cg23733384', 'cg22681074', 'cg07103618', 'cg08521967', 'cg17680089'}
GUK1	class1	9	{'cg25278786', 'cg21615567', 'cg26308942', 'cg21950196', 'cg26412603', 'cg12796841', 'cg22521182', 'cg21515744', 'cg11346541'}
GUK1	class2	16	{'cg07700258', 'cg03044149', 'cg06400699', 'cg05790015', 'cg10718618', 'cg26841040', 'cg01606516', 'cg13356324', 'cg11172511', 'cg16000360', 'cg22844623', 'cg15114107', 'cg07366503', 'cg09579959', 'cg16272786', 'cg00393263'}
EPHX1	class1	5	{'cg15633273', 'cg26513734', 'cg21826272', 'cg17442483', 'cg00524289'}
EPHX1	class2	24	{'cg03337430', 'cg03459809', 'cg24928687', 'cg00396625', 'cg02453929', 'cg25152404', 'cg20316779', 'cg26187962', 'cg19960806', 'cg11967292', 'cg17468616', 'cg23096144', 'cg24350360', 'cg21783387', 'cg11135003', 'cg03138928', 'cg05605921', 'cg00501904', 'cg23992403', 'cg05385434', 'cg17211296', 'cg24868305', 'cg25004581', 'cg05935800'}
TAL1	class1	6	{'cg01147107', 'cg03752218', 'cg26891410', 'cg10633601', 'cg18131548', 'cg06209689'}
TAL1	class2	19	{'cg00408773', 'cg03885399', 'cg11399254', 'cg16006738', 'cg06432479', 'cg10380348', 'cg00875272', 'cg10771090', 'cg01001098', 'cg00955828', 'cg10810752', 'cg02235261', 'cg19266779', 'cg00454749', 'cg10026317', 'cg06087421', 'cg19797376', 'cg07087686', 'cg06955484'}
HBXIP	class1	5	{'cg10322499', 'cg04161784', 'cg00410422', 'cg20982476', 'cg17164863'}
HBXIP	class2	11	{'cg09368875', 'cg07206840', 'cg20097268', 'cg17827850', 'cg15197342', 'cg14198172', 'cg01700472', 'cg25032124', 'cg23987054', 'cg12702097', 'cg15074876'}
GPR161	class1	7	{'cg18124063', 'cg26878995', 'cg01159288', 'cg02697423', 'cg06643390', 'cg26667857', 'cg18232980'}
GPR161	class2	9	{'cg05641439', 'cg00416176', 'cg04736140', 'cg20284239', 'cg25097189', 'cg15705071', 'cg14777730', 'cg13910594', 'cg00699919'}
C1orf9	class1	6	{'cg20525378', 'cg16301215', 'cg04562976', 'cg17809276', 'cg17151058', 'cg09247534'}
C1orf9	class2	16	{'cg00452835', 'cg21109075', 'cg20853148', 'cg25759457', 'cg13690962', 'cg24039962', 'cg13073589', 'cg21167905', 'cg11841062', 'cg02636585', 'cg13483248', 'cg18280007', 'cg06963192', 'cg24117372', 'cg00978910', 'cg00416727'}
NMNAT1	class1	6	{'cg26685197', 'cg02338858', 'cg26370409', 'cg25188832', 'cg23990535', 'cg04413397'}
NMNAT1	class2	11	{'cg13218573', 'cg01929105', 'cg07388700', 'cg06853505', 'cg22393461', 'cg00418146', 'cg02481619', 'cg15591198', 'cg02051553', 'cg23610023', 'cg04407233'}
LZIC	class1	8	{'cg26685197', 'cg01929105', 'cg06853505', 'cg00418146', 'cg02481619', 'cg15591198', 'cg04413397', 'cg23610023'}
LZIC	class2	7	{'cg14844138', 'cg02338858', 'cg26370409', 'cg25188832', 'cg00533749', 'cg23990535', 'cg15226751'}
GJA5	class1	7	{'cg11787626', 'cg06796381', 'cg02103822', 'cg21267551', 'cg11423701', 'cg12740910', 'cg27546670'}
GJA5	class2	10	{'cg17417878', 'cg17941330', 'cg26191449', 'cg26558992', 'cg06124285', 'cg00421368', 'cg07975634', 'cg02173484', 'cg08894131', 'cg08307963'}
RAP1GAP	class1	5	{'cg17184245', 'cg10497692', 'cg15601228', 'cg18438124', 'cg07138512'}
RAP1GAP	class2	43	{'cg01424901', 'cg24117274', 'cg06993467', 'cg24001246', 'cg04346228', 'cg20288655', 'cg03132729', 'cg09557747', 'cg08892236', 'cg01360093', 'cg14655122', 'cg00631482', 'cg09861373', 'cg21694350', 'cg14515812', 'cg07499899', 'cg12093060', 'cg19740679', 'cg17437399', 'cg04142080', 'cg05120085', 'cg19502417', 'cg22396755', 'cg03727673', 'cg09995507', 'cg17420132', 'cg08118344', 'cg01723876', 'cg10038867', 'cg11531272', 'cg18150885', 'cg13950625', 'cg08898868', 'cg02760280', 'cg19776877', 'cg14212983', 'cg09118749', 'cg11072119', 'cg14529891', 'cg20487231', 'cg00421585', 'cg24852446', 'cg05087982'}
HIST2H2BF	class1	11	{'cg12769994', 'cg04888113', 'cg24437737', 'cg08636083', 'cg13082351', 'cg14497172', 'cg00428476', 'cg16519842', 'cg23782591', 'cg15157455', 'cg17313031'}
HIST2H2BF	class2	13	{'cg17278793', 'cg17855428', 'cg20961007', 'cg02917040', 'cg03554431', 'cg10380289', 'cg13962321', 'cg10247864', 'cg10975873', 'cg05848279', 'cg00721080', 'cg02977559', 'cg05750635'}
RD3	class1	5	{'cg23621496', 'cg22481673', 'cg02131465', 'cg26924127', 'cg12483927'}
RD3	class2	13	{'cg23358886', 'cg24484971', 'cg00432789', 'cg14264194', 'cg06753273', 'cg24086592', 'cg17454083', 'cg09810089', 'cg23606507', 'cg06640630', 'cg00658007', 'cg04923746', 'cg00692367'}
HES4	class1	10	{'cg00447632', 'cg26339484', 'cg27430493', 'cg25066040', 'cg15825501', 'cg27060622', 'cg13468764', 'cg08122545', 'cg26321643', 'cg16578267'}
HES4	class2	6	{'cg23205003', 'cg15578015', 'cg02397514', 'cg12257384', 'cg05095110', 'cg17907238'}
CAMK2N1	class1	5	{'cg00447682', 'cg11526866', 'cg05301811', 'cg09473576', 'cg22942704'}
CAMK2N1	class2	13	{'cg13401911', 'cg07091412', 'cg02941008', 'cg08898653', 'cg24294857', 'cg08398233', 'cg22214335', 'cg16814796', 'cg08061330', 'cg00980178', 'cg19283960', 'cg14992232', 'cg16730824'}
DIRAS3	class1	7	{'cg13099417', 'cg13605615', 'cg16148134', 'cg26532638', 'cg27545611', 'cg04080133', 'cg10038185'}
DIRAS3	class2	28	{'cg06191076', 'cg22901840', 'cg21808053', 'cg16682227', 'cg16148270', 'cg03641225', 'cg09118625', 'cg02317907', 'cg12070746', 'cg25755905', 'cg20149168', 'cg23076194', 'cg05949203', 'cg12986021', 'cg24871743', 'cg00448707', 'cg13208159', 'cg05392265', 'cg19114595', 'cg16314899', 'cg00589412', 'cg13697378', 'cg06648629', 'cg20808078', 'cg17943391', 'cg11465163', 'cg22500004', 'cg19694923'}
TMEM57	class1	7	{'cg00450060', 'cg13795696', 'cg00576639', 'cg08035105', 'cg05062148', 'cg01136232', 'cg09154213'}
TMEM57	class2	13	{'cg24458428', 'cg18883198', 'cg12433217', 'cg13075537', 'cg06961873', 'cg15640062', 'cg09264742', 'cg13979066', 'cg19925772', 'cg22019094', 'cg23935120', 'cg16387947', 'cg21577547'}
RCSD1	class1	5	{'cg12336540', 'cg04275362', 'cg01782826', 'cg15676719', 'cg04259326'}
RCSD1	class2	15	{'cg22397846', 'cg01793445', 'cg14046986', 'cg01809639', 'cg18800085', 'cg07012484', 'cg16410524', 'cg10823566', 'cg16350225', 'cg25739016', 'cg02079933', 'cg25765104', 'cg08549026', 'cg07751287', 'cg00450304'}
LEPRE1	class1	7	{'cg27657283', 'cg09501274', 'cg12108527', 'cg09348084', 'cg00451039', 'cg01724006', 'cg16822606'}
LEPRE1	class2	15	{'cg26337430', 'cg11856487', 'cg00917471', 'cg04118124', 'cg05460975', 'cg12799265', 'cg06802655', 'cg21389776', 'cg01429558', 'cg23287466', 'cg17973739', 'cg19044674', 'cg21881116', 'cg04342538', 'cg08116724'}
STMN1	class1	5	{'cg19362196', 'cg08134856', 'cg09518245', 'cg23323671', 'cg03210277'}
STMN1	class2	27	{'cg09796501', 'cg06453691', 'cg04471507', 'cg23236404', 'cg13793178', 'cg13378886', 'cg19400000', 'cg03718183', 'cg26314868', 'cg18867243', 'cg00454997', 'cg02386921', 'cg17603057', 'cg20320936', 'cg23079732', 'cg15527491', 'cg20685674', 'cg07501506', 'cg11709544', 'cg24809011', 'cg22943243', 'cg14076195', 'cg06631999', 'cg01811796', 'cg20741185', 'cg21216015', 'cg06216620'}
SDC3	class1	5	{'cg19653440', 'cg17503629', 'cg16104283', 'cg07959046', 'cg12666107'}
SDC3	class2	14	{'cg14836522', 'cg17825384', 'cg01566216', 'cg15580226', 'cg06973225', 'cg00658151', 'cg27559870', 'cg02303807', 'cg05374982', 'cg00456651', 'cg08161802', 'cg10039041', 'cg09933215', 'cg19822599'}
HIST2H2AC	class1	11	{'cg13454251', 'cg04140924', 'cg17097571', 'cg19376709', 'cg03086563', 'cg05457941', 'cg08908355', 'cg07015494', 'cg06828770', 'cg20774646', 'cg03597540'}
HIST2H2AC	class2	6	{'cg12397297', 'cg20461538', 'cg01081836', 'cg22350056', 'cg24070847', 'cg00458210'}
HIST2H2BE	class1	10	{'cg09897416', 'cg15894563', 'cg09169269', 'cg20461538', 'cg22350056', 'cg24070847', 'cg07180508', 'cg23343444', 'cg06776953', 'cg23098012'}
HIST2H2BE	class2	15	{'cg13454251', 'cg04140924', 'cg12397297', 'cg17097571', 'cg01081836', 'cg19376709', 'cg03086563', 'cg05457941', 'cg08908355', 'cg07015494', 'cg06828770', 'cg20774646', 'cg03597540', 'cg00458210', 'cg08169409'}
DFFB	class1	6	{'cg12679050', 'cg03808734', 'cg15525503', 'cg11416533', 'cg16135451', 'cg00905725'}
DFFB	class2	29	{'cg03121337', 'cg15937266', 'cg12744321', 'cg16964673', 'cg22157494', 'cg06178315', 'cg10444080', 'cg17002428', 'cg20822256', 'cg16307399', 'cg22671931', 'cg00461770', 'cg00827239', 'cg18237277', 'cg09358618', 'cg00997310', 'cg01920090', 'cg15556380', 'cg04289045', 'cg24578004', 'cg08889585', 'cg25190722', 'cg24546680', 'cg00489772', 'cg04835615', 'cg14213620', 'cg01623797', 'cg03660578', 'cg08459627'}
TNFRSF8	class1	5	{'cg07017135', 'cg16575981', 'cg07707505', 'cg20978923', 'cg14712983'}
TNFRSF8	class2	36	{'cg00463840', 'cg24492058', 'cg17897879', 'cg18152455', 'cg17801840', 'cg10058766', 'cg01966612', 'cg19408626', 'cg05121790', 'cg03422094', 'cg24427243', 'cg09471658', 'cg04506109', 'cg20820107', 'cg22123711', 'cg05036439', 'cg22428027', 'cg00653960', 'cg13689066', 'cg19896198', 'cg26691200', 'cg10425291', 'cg25382900', 'cg06853894', 'cg16305333', 'cg20274267', 'cg00502254', 'cg09247175', 'cg08547922', 'cg14834850', 'cg13868520', 'cg00569500', 'cg15690400', 'cg07499259', 'cg07731304', 'cg07166679'}
BTF3L4	class1	8	{'cg27168976', 'cg10887547', 'cg19751897', 'cg04349311', 'cg11077019', 'cg20125159', 'cg05794325', 'cg25745713'}
BTF3L4	class2	8	{'cg26010095', 'cg10566592', 'cg09178844', 'cg11666690', 'cg04316673', 'cg00463885', 'cg01516809', 'cg11392689'}
CAPZB	class1	5	{'cg22045437', 'cg27561072', 'cg06839611', 'cg01693305', 'cg20910385'}
CAPZB	class2	52	{'cg12763668', 'cg15676500', 'cg04124888', 'cg25839439', 'cg21410100', 'cg10970798', 'cg23711554', 'cg25325159', 'cg05051464', 'cg12688942', 'cg23519022', 'cg07573717', 'cg24671886', 'cg06788764', 'cg11962640', 'cg01071440', 'cg15125012', 'cg15136975', 'cg15826519', 'cg17786902', 'cg03654273', 'cg03542686', 'cg13319175', 'cg14614792', 'cg19713429', 'cg26824678', 'cg24439190', 'cg03076210', 'cg24593138', 'cg23111655', 'cg12424867', 'cg27331277', 'cg09976716', 'cg16694480', 'cg00464768', 'cg25141181', 'cg13100118', 'cg01832549', 'cg06360604', 'cg04932329', 'cg03470939', 'cg08538869', 'cg10981111', 'cg00968167', 'cg19520115', 'cg24073588', 'cg15100209', 'cg05820435', 'cg17081867', 'cg11335264', 'cg11749059', 'cg07905985'}
ZNHIT6	class1	5	{'cg27462398', 'cg18878378', 'cg22676901', 'cg23216685', 'cg17807903'}
ZNHIT6	class2	12	{'cg07015775', 'cg22152438', 'cg14210641', 'cg00466121', 'cg24089250', 'cg00734567', 'cg22481427', 'cg06833562', 'cg08944935', 'cg20327258', 'cg14985478', 'cg09685096'}
ALX3	class1	5	{'cg08719081', 'cg16893614', 'cg27569858', 'cg26878893', 'cg16127759'}
ALX3	class2	17	{'cg11071207', 'cg25131551', 'cg05622465', 'cg04975966', 'cg18786873', 'cg02011351', 'cg19092096', 'cg22494858', 'cg06215569', 'cg08478074', 'cg23871640', 'cg00484358', 'cg13803688', 'cg01572884', 'cg06809252', 'cg25973580', 'cg10023272'}
KIAA0562	class1	7	{'cg06178315', 'cg18237277', 'cg04289045', 'cg16964673', 'cg22671931', 'cg22157494', 'cg00489772'}
KIAA0562	class2	38	{'cg09357795', 'cg08642814', 'cg16017130', 'cg12679050', 'cg00534163', 'cg14969320', 'cg12083024', 'cg15073914', 'cg14922732', 'cg10009875', 'cg14833008', 'cg03761258', 'cg04018879', 'cg10444080', 'cg21411962', 'cg21402968', 'cg20822256', 'cg10625090', 'cg22125220', 'cg03338968', 'cg25729560', 'cg08889585', 'cg03808734', 'cg15525503', 'cg24546680', 'cg16135451', 'cg15079222', 'cg09321566', 'cg20808986', 'cg04835615', 'cg06543160', 'cg14213620', 'cg20313677', 'cg12529944', 'cg11416533', 'cg03336586', 'cg08459627', 'cg00905725'}
SLC25A33	class1	6	{'cg18783781', 'cg25369015', 'cg02360478', 'cg13557160', 'cg11826452', 'cg19896639'}
SLC25A33	class2	13	{'cg00917899', 'cg03901886', 'cg23824902', 'cg13631913', 'cg06347499', 'cg07775117', 'cg26607031', 'cg04621676', 'cg06927343', 'cg09058554', 'cg10009930', 'cg00490256', 'cg13688474'}
EPS8L3	class1	5	{'cg07950786', 'cg26040761', 'cg06281016', 'cg17875320', 'cg14523841'}
EPS8L3	class2	5	{'cg03956353', 'cg00865962', 'cg00515905', 'cg00491404', 'cg23957643'}
PEAR1	class1	5	{'cg09356509', 'cg06845943', 'cg20948486', 'cg02671646', 'cg22396033'}
PEAR1	class2	18	{'cg00850996', 'cg02264567', 'cg07025432', 'cg23731781', 'cg27577907', 'cg08685714', 'cg20805407', 'cg24995976', 'cg11594940', 'cg19260376', 'cg09026722', 'cg17967261', 'cg06940505', 'cg00497172', 'cg20792208', 'cg06188545', 'cg13224583', 'cg01796075'}
C1orf210	class1	5	{'cg09462269', 'cg24464789', 'cg19086488', 'cg02990330', 'cg14036856'}
C1orf210	class2	8	{'cg09988116', 'cg19234495', 'cg04289036', 'cg01413566', 'cg26153096', 'cg12752420', 'cg00500789', 'cg23800435'}
NPR1	class1	5	{'cg15131647', 'cg21472315', 'cg00500892', 'cg16654806', 'cg22318989'}
NPR1	class2	24	{'cg11971027', 'cg16294045', 'cg06444984', 'cg19751545', 'cg27586207', 'cg26246928', 'cg19760243', 'cg12690066', 'cg09027266', 'cg06632821', 'cg07106989', 'cg24054938', 'cg04484579', 'cg21860360', 'cg19518186', 'cg23098020', 'cg06173481', 'cg12604435', 'cg07961659', 'cg05511392', 'cg17886303', 'cg07299819', 'cg07240937', 'cg14178748'}
KIAA0907	class1	5	{'cg00503458', 'cg06957790', 'cg20780323', 'cg17218154', 'cg22801736'}
KIAA0907	class2	21	{'cg20613438', 'cg04664618', 'cg17032999', 'cg04574991', 'cg07557355', 'cg09267708', 'cg13550542', 'cg05934211', 'cg01769968', 'cg17454086', 'cg16047970', 'ch.1.3042365R', 'cg05321960', 'cg12904891', 'cg23622514', 'cg06894549', 'cg16926108', 'cg02805690', 'cg07237946', 'cg07789281', 'cg27295678'}
ICMT	class1	7	{'cg11019172', 'cg08851727', 'cg15582719', 'cg06940574', 'cg17992056', 'cg27541349', 'cg14089881'}
ICMT	class2	13	{'cg25194807', 'cg17900884', 'cg17145806', 'cg10118002', 'cg14287788', 'cg18975791', 'cg11669397', 'cg26907544', 'cg12396368', 'cg00518190', 'cg04790574', 'cg05925365', 'cg27056555'}
GCLM	class1	5	{'cg19354851', 'cg22663080', 'cg02904701', 'cg17123010', 'cg02468108'}
GCLM	class2	10	{'cg00519063', 'cg05365220', 'cg04456036', 'cg14860494', 'cg11662891', 'cg24504423', 'cg10914544', 'cg18867283', 'cg22695372', 'cg27548735'}
GPR61	class1	5	{'cg17130110', 'cg10114625', 'cg19924468', 'cg23229604', 'cg00521434'}
GPR61	class2	6	{'cg02155184', 'cg04219726', 'cg26155492', 'cg06873895', 'cg14600484', 'cg23749046'}
MYCBP	class1	8	{'cg01515913', 'cg01562897', 'cg19690410', 'cg20568840', 'cg11661269', 'cg10557460', 'cg00521598', 'cg24051749'}
MYCBP	class2	11	{'cg17027776', 'cg08273200', 'cg21785781', 'cg05598064', 'cg24506149', 'cg08648409', 'cg08483281', 'cg26344250', 'cg24441975', 'cg03731661', 'cg12792157'}
NSUN4	class1	5	{'cg10215817', 'cg08259313', 'cg02459555', 'cg13488501', 'cg12646227'}
NSUN4	class2	15	{'cg02573121', 'cg15305343', 'cg17806798', 'cg04241075', 'cg15580309', 'cg26601286', 'cg17875957', 'cg00530320', 'cg12733595', 'cg10495392', 'cg00937489', 'cg06741803', 'cg07811940', 'cg14993813', 'cg16553106'}
RFWD2	class1	5	{'cg25741192', 'cg11953434', 'cg01756841', 'cg00687095', 'cg25623035'}
RFWD2	class2	16	{'cg08889551', 'cg00958215', 'cg01002233', 'cg05131292', 'cg13983442', 'cg07813445', 'cg22684507', 'cg23054379', 'cg16372976', 'cg00531054', 'cg07205154', 'cg11851207', 'cg23020037', 'cg26912688', 'cg12728543', 'cg11721273'}
LOC149134	class1	6	{'cg15176829', 'cg08535928', 'cg03596016', 'cg26898024', 'cg05314024', 'cg03340119'}
LOC149134	class2	6	{'cg00532502', 'cg22560020', 'cg23630954', 'cg18950481', 'cg23244254', 'cg10884885'}
HNRNPU	class1	5	{'cg09998519', 'cg00533390', 'cg24645247', 'cg04720665', 'cg12065272'}
HNRNPU	class2	17	{'cg01220651', 'cg08456352', 'cg00914462', 'cg10283690', 'cg02838762', 'cg17833303', 'ch.1.4885626R', 'cg05001532', 'cg10332715', 'cg10519082', 'cg14993530', 'cg02230180', 'cg01563741', 'cg21475824', 'cg24517768', 'cg08355537', 'cg22320000'}
PTGFRN	class1	5	{'cg24047400', 'cg08361238', 'cg22448232', 'cg12406825', 'cg08936785'}
PTGFRN	class2	32	{'cg02283766', 'cg12267236', 'cg18227189', 'cg23093116', 'cg24687529', 'cg07013552', 'cg00810529', 'cg14027204', 'cg17755460', 'cg26029682', 'cg03214385', 'cg03437741', 'cg04997273', 'cg00534255', 'cg20963995', 'cg23972301', 'cg18937014', 'cg15937641', 'cg16060930', 'cg15986529', 'cg01497426', 'cg13100218', 'cg06854150', 'cg17042439', 'cg17469019', 'cg08870281', 'cg11221228', 'cg11708721', 'cg22858959', 'cg03752628', 'cg22736787', 'cg08113916'}
WDR3	class1	5	{'cg05400613', 'cg12606857', 'cg07017093', 'cg14915165', 'cg15458296'}
WDR3	class2	16	{'cg14284404', 'cg04500239', 'cg15049274', 'cg15080701', 'cg05786053', 'cg00534295', 'cg14787290', 'cg14962774', 'cg26219747', 'cg27637895', 'cg05888707', 'cg19626693', 'cg06194479', 'cg11320143', 'cg22787705', 'cg18185393'}
CAMSAP1L1	class1	5	{'cg11856688', 'cg16600927', 'cg16010827', 'cg16443152', 'cg01796184'}
CAMSAP1L1	class2	11	{'cg14175580', 'cg11814564', 'cg01878019', 'cg12361356', 'cg26667773', 'cg03940137', 'cg11718780', 'cg05661968', 'cg09032791', 'cg00539757', 'cg12551813'}
UHMK1	class1	5	{'cg00859178', 'cg10796931', 'cg07175007', 'cg10967587', 'cg19451466'}
UHMK1	class2	9	{'cg13485746', 'cg05341329', 'cg02973320', 'cg17907586', 'cg13234187', 'cg00541479', 'cg25683069', 'cg02386725', 'cg16121685'}
ACP6	class1	5	{'cg09264377', 'cg05755010', 'cg13688186', 'cg16790610', 'cg01834614'}
ACP6	class2	11	{'cg27244432', 'cg22402043', 'cg15636040', 'cg09066439', 'cg12614442', 'cg06988368', 'cg03401580', 'cg19693476', 'cg05968052', 'cg00543196', 'cg18709479'}
JUN	class1	7	{'cg15684811', 'cg08444830', 'cg15500320', 'cg15995771', 'cg26456528', 'cg24425829', 'cg20787340'}
JUN	class2	19	{'cg24946133', 'cg01909487', 'cg00543485', 'cg24059741', 'cg02339674', 'cg02669989', 'cg25613251', 'cg12229666', 'cg03256465', 'cg07018071', 'cg00569244', 'cg16645584', 'cg21749312', 'cg17933911', 'cg09414137', 'cg15156614', 'cg02533419', 'cg12271199', 'cg15096815'}
EPS15	class1	5	{'cg01447748', 'cg14407667', 'cg10894072', 'cg01970336', 'cg03761216'}
EPS15	class2	16	{'cg05303586', 'cg20312179', 'cg23589045', 'cg22597783', 'cg02670343', 'cg02069519', 'cg12526849', 'cg21366602', 'cg24701772', 'cg10089324', 'cg00543499', 'cg20698942', 'cg04542977', 'cg10027723', 'cg17853302', 'cg15390741'}
ADORA3	class1	5	{'cg15011501', 'cg26233373', 'cg21419003', 'cg01918604', 'cg24342094'}
ADORA3	class2	15	{'cg10376161', 'cg02947253', 'cg22521522', 'cg00543976', 'cg14669379', 'cg07833779', 'cg08256939', 'cg20490088', 'cg25674286', 'cg11574975', 'cg01534316', 'cg22018565', 'cg15673896', 'cg05038243', 'cg07314829'}
GPR3	class1	5	{'cg01048751', 'cg23230486', 'cg01512026', 'cg12112929', 'cg13380502'}
GPR3	class2	7	{'cg06057576', 'cg10649647', 'cg17185817', 'cg00544955', 'cg14963371', 'cg19937493', 'cg14004477'}
PLXNA2	class1	8	{'cg16900349', 'cg10435664', 'cg17956387', 'cg01720941', 'cg23096282', 'cg11159591', 'cg12446246', 'cg02808797'}
PLXNA2	class2	38	{'cg00545705', 'cg06829791', 'cg17827017', 'cg05626664', 'cg07359183', 'cg25838968', 'cg21144009', 'cg03959945', 'cg27179367', 'cg27225130', 'cg00953314', 'cg10587082', 'cg00997699', 'cg16352830', 'cg02928840', 'cg07908868', 'cg16045271', 'cg24077016', 'cg20309606', 'cg22364465', 'cg19721764', 'cg24693478', 'cg06942064', 'cg01905828', 'cg02895948', 'cg13228105', 'cg01876531', 'cg02736746', 'cg12597281', 'cg04906546', 'cg06621919', 'cg11854115', 'cg00823095', 'cg14201291', 'cg02156570', 'cg12017102', 'cg16490470', 'cg22158462'}
C1orf159	class1	7	{'cg10579718', 'cg06036677', 'cg15030799', 'cg16679343', 'cg19626656', 'cg10126324', 'cg20156053'}
C1orf159	class2	62	{'cg12612065', 'cg26405545', 'cg06181703', 'cg04315086', 'cg15099245', 'cg08039585', 'cg16685990', 'cg18025136', 'cg16060740', 'cg08470135', 'cg03705284', 'cg09383789', 'cg17596279', 'cg19999567', 'cg26040075', 'cg08881995', 'cg12137247', 'cg18024260', 'cg27302190', 'cg19734301', 'cg27169685', 'cg22343299', 'cg03956833', 'cg11144217', 'cg15322667', 'cg00648573', 'cg14010231', 'cg00546078', 'cg04794393', 'cg15207999', 'cg14981312', 'cg08927102', 'cg15565004', 'cg05041517', 'cg13870982', 'cg24437834', 'cg20945607', 'cg24638131', 'cg17840536', 'cg26338735', 'cg17034203', 'cg09762182', 'cg12743165', 'cg23812948', 'cg05035248', 'cg11754357', 'cg12924059', 'cg01881456', 'cg19758750', 'cg24488772', 'cg24523322', 'cg19856606', 'cg24709745', 'cg05527091', 'cg06727198', 'cg20961824', 'cg26541516', 'cg24378253', 'cg09358422', 'cg10782633', 'cg05007472', 'cg19860160'}
PPIE	class1	5	{'cg21206770', 'cg06790069', 'cg01941586', 'cg02971470', 'cg24920358'}
PPIE	class2	13	{'cg07703391', 'cg02773041', 'cg04918900', 'cg09505836', 'cg12051614', 'cg00546153', 'cg13372905', 'cg19912559', 'cg05386320', 'ch.1.1262625R', 'cg13171016', 'cg24358529', 'cg15726714'}
NOL9	class1	5	{'cg09132215', 'cg24105407', 'cg23963591', 'cg00741410', 'cg27531553'}
NOL9	class2	14	{'cg21690777', 'cg00547365', 'cg05086993', 'cg07274506', 'cg04093404', 'cg22792644', 'cg12302560', 'cg24047689', 'cg01566460', 'cg02973805', 'cg07997941', 'cg09513309', 'cg03046264', 'cg07399635'}
